source,title,date of collecting,region,seller's name,latest modified date,price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Tipe Properti,Sertifikat,Daya Listrik,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Material Bangunan,Material Lantai,Jumlah Lantai,Hadap,Konsep dan Gaya Rumah,Pemandangan,Terjangkau Internet,Lebar Jalan,Tahun Dibangun,Hook,Kondisi Properti,Tipe Iklan,ID Iklan,Carport,Garasi,Sumber Air,facilities,Perbelanjaan,Transportasi,Kesehatan,Kamar Pembantu,Kamar Mandi Pembantu,Tahun Di Renovasi,Wisata,Others,Sekolah,Ibadah
https://www.rumah123.com/properti/jakarta-timur/hos16230677/,Rumah 2 Lantai Termurah Dan Nyaman Di Cipinang Muara Jakarta ,1/31/2024 14:14,"Cipinang, Jakarta Timur",Abdul  Wahid,31 Januari 2024,Rp 671 Juta,2,2,29 m²,57 m²,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,Bata Hebel,Granit,2,Selatan,Minimalis Modern,Perkotaan,Ya,2 Mobil,2024,Ya,Baru,Dijual,hos16230677,1,,PAM atau PDAM,"Ac,  CCTV, Jalur Telepon,  Jogging Track,  Keamanan,  Masjid,  Taman,  Kitchen Set,  Kompor, Kulkas,  Mesin Cuci,  Pemanas Air, Wastafel, Lapangan Basket,  Lapangan Bulu Tangkis, Lapangan Tenis,  Lapangan Voli,  Tempat Gym,  Track Lari",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230669/,Rumah Baru Non Komplek Bebas Banjir Di Condet Jakarta Timur,1/31/2024 14:15,"Condet, Jakarta Timur",Arman ST ,31 Januari 2024,"Rp 3,4 Miliar",5,6,141 m²,140 m²,Rumah,SHM - Sertifikat Hak Milik,,,Tidak,Tidak,Unfurnished,,,2,Timur,,,Tidak,,,Tidak,Baru,Dijual,hos16230669,,2,,"Jalur Telepon,  Taman, Tempat Jemuran",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230622/,Rumah Baru Lokasi Terbaik Lingkungan Tenang Rawamangun Jaktim,1/31/2024 14:22,"Rawamangun, Jakarta Timur",Arman ST ,31 Januari 2024,"Rp 3,5 Miliar",4,4,104 m²,200 m²,Rumah,SHM - Sertifikat Hak Milik,,,Tidak,Tidak,Unfurnished,,,2,Timur,,,Tidak,,,Tidak,Baru,Dijual,hos16230622,,1,,"Jalur Telepon,  Taman, Tempat Jemuran",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230618/,"Hitung Tanah Saja, Akses Jalan 2 Mobil Lebar, Harga Menarik",1/31/2024 14:22,"Duren Sawit, Jakarta Timur",DEWO ,31 Januari 2024,"Rp 3,7 Miliar",,,330 m²,20 m²,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,Tidak,Tidak,Unfurnished,,,1,,,Pemukiman Warga,Ya,3 Mobil,,Tidak,Butuh Renovasi,Dijual,hos16230618,,,Sumur Bor,Keamanan 24 jam,,Terminal Klender,"RSIA Asta Nugraha, RS Yadika Pondok Bambu, RSIA Sayyidah, RSKD Duren Sawit, RS Alia Hospital, RSIA SamMarie Basra",,,,,"Duren Sawit, Pondok Kopi Bekasi",,
https://www.rumah123.com/properti/jakarta-timur/hos16230524/,"Di Jual Rumah Rawamangun, Jakarta Timur",1/31/2024 14:23,"Rawamangun, Jakarta Timur",Ria Fang ,31 Januari 2024,Rp 6 Miliar,6,4,185 m²,200 m²,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,Tidak,Tidak,Unfurnished,,,2,,,,Tidak,,,Tidak,Bagus,Dijual,hos16230524,,,PAM atau PDAM,Tempat Jemuran,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230475/,Dijual Rumah Di Kota Wisata Cibubur Jakarta Timur,1/31/2024 14:23,"Cibubur, Jakarta Timur",Eva Heristha,31 Januari 2024,"Rp 3,85 Miliar",3,3,198 m²,250 m²,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Tidak,Ya,Semi Furnished,,,2,Timur,,,Ya,,,Tidak,Bagus,Dijual,hos16230475,2,,PAM atau PDAM,"Jalur Telepon, Keamanan 24 jam, AC",,,,1,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230463/,Dijual Rumah di Cluster Taman Tjikini Metland Menteng Cakung Jakarta Timur,1/31/2024 14:24,"Cakung, Jakarta Timur",Carol Wei ,31 Januari 2024,"Rp 1,5 Miliar",4,3,90 m²,140 m²,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,Tidak,Tidak,Unfurnished,,,1,,,,Tidak,,,Tidak,Bagus,Dijual,hos16230463,,,PAM atau PDAM,"Tempat Jemuran, Keamanan 24 jam",,"Stasiun Cakung, Stasiun Buaran, Stasiun Klender Baru","RSIA Resti Mulya, RS Harapan Jayakarta",,,,,Walikota Jakarta Timur,,
https://www.rumah123.com/properti/jakarta-timur/hos16230455/,Dijual Rumah Di Cluster Shinano Jgc Jaktim ,1/31/2024 14:34,"Cakung, Jakarta Timur",Syanti ,31 Januari 2024,"Rp 2,5 Miliar",3,3,120 m²,240 m²,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,,,2,,,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual,hos16230455,,,PAM atau PDAM,"Tempat Jemuran, Keamanan 24 jam",,"Stasiun Cakung, Stasiun Buaran, Stasiun Klender Baru","RSIA Resti Mulya, RS Harapan Jayakarta",1,1,,,Walikota Jakarta Timur,,
https://www.rumah123.com/properti/jakarta-timur/hos16230450/,Rumah semi vila 3 Lantai di Cipinang Indah Jaktim,1/31/2024 14:35,"Cipinang, Jakarta Timur",M. Ike Meirina,31 Januari 2024,"Rp 4,2 Miliar",4,2,161 m²,302 m²,Rumah,SHM - Sertifikat Hak Milik,,,,,,,,3,,,,,,,,,Dijual,hos16230450,,,,"AC, Air Tanah",,,,,,,,,,
https://www.rumah123.com/properti/jakarta-timur/hos16230443/,Dijual Rumah Hook Casia Sdh Renov Total di Jgc Jakarta Timur,1/31/2024 14:35,"Cakung, Jakarta Timur",ljhooker jgc ,31 Januari 2024,"Rp 4,95 Miliar",3,2,237 m²,400 m²,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,Ya,Ya,Semi Furnished,,,2,,Modern,Perkotaan,Ya,2 Mobil,,Ya,Sudah Renovasi,Dijual,hos16230443,3,,PAM atau PDAM,"Tempat Jemuran, Akses Parkir,  CCTV, Keamanan 24 jam,  AC,  Kitchen Set,  Kompor, Kulkas,  Pemanas Air, Wastafel",,"Stasiun Cakung, Stasiun Buaran, Stasiun Klender Baru","RSIA Resti Mulya, RS Harapan Jayakarta",1,1,,,Walikota Jakarta Timur,,
