source,title,date of collecting,region,seller's name,latest modified date,price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Material Bangunan,Material Lantai,Jumlah Lantai,Hadap,Konsep dan Gaya Rumah,Pemandangan,Terjangkau Internet,Lebar Jalan,Tahun Dibangun,Sumber Air,Hook,Kondisi Properti,Tipe Iklan,ID Iklan,facilities,Kesehatan,Perbelanjaan,Sekolah,Transportasi,Wisata,Kamar Pembantu,Kamar Mandi Pembantu,Garasi,Others,Ibadah,Tahun Di Renovasi
https://www.rumah123.com/properti/jakarta-selatan/hos15850894/,Jual cepat rumah mewah townhouse Lokasi Sangat Strategis Harga menarik sangat istimewa ,12/29/2023 13:25,"Pejaten, Jakarta Selatan",Elvin Elviana,22 Desember 2023,"Rp 11,5 Miliar",4,4,418 m²,380 m²,1,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,1,Tidak,Tidak,Furnished,,,2,Timur,,,Tidak,,2017,,Tidak,Bagus,Dijual,hos15850894,,,,,,,2,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850855/,"Rumah Dijual Cocok Untuk Usaha Kantor, Hunian Area Kebayoran Baru",12/29/2023 13:25,"Kebayoran Baru, Jakarta Selatan",Widya ,22 Desember 2023,Rp 27 Miliar,5,3,332 m²,285 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah, Bata Hebel","Keramik, Ubin",2,Utara,Minimalis,Pemukiman Warga,Tidak,2 Mobil,2019,PAM atau PDAM,Tidak,Bagus,Dijual,hos15850855,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,1,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",2019
https://www.rumah123.com/properti/jakarta-selatan/hos15850813/,Dijual Rumah Brand New 2 Lantai Bagus di Jagakarsa,12/29/2023 13:26,"Jagakarsa, Jakarta Selatan",ZAENAL .A. PUPUNG,22 Desember 2023,"Rp 1,95 Miliar",3,3,80 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,,,2,,,,Tidak,,,Sumur Bor,Tidak,Baru,Dijual,hos15850813,,"RS Ali Sibroh Malisi, RSUD Jagakarsa, RS Andhika, RS Zahirah, RS Aulia",,,"Stasiun Lenteng Agung, Stasiun Tanjung Barat",Setu Babakan,,,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850794/,Dijual Rumah Tua Hitung Tanah di Tanah Kusir -nrl ,12/29/2023 13:26,"Tanah Kusir, Jakarta Selatan",Laina Evy,22 Desember 2023,Rp 4 Miliar,2,1,300 m²,300 m²,1,Rumah,SHM - Sertifikat Hak Milik,,1,Tidak,Ya,Unfurnished,,,1,,,,Ya,,,,Tidak,Butuh Renovasi,Dijual,hos15850794,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850790/,"Rumah 2 Lantai Bagus Unfurnished SHM di Cipete, Jakarta Selatan",12/29/2023 13:26,"Cipete, Jakarta Selatan",Suprihyatno suprihyatno,22 Desember 2023,Rp 12 Miliar,4,3,418 m²,500 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,Ya,Ya,Unfurnished,,"Granit, Marmer",2,Timur,Kontemporer,Perkotaan,Ya,2 Mobil,2019,PAM atau PDAM,Tidak,Bagus,Dijual,hos15850790,,,,,,,2,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850715/,Rumah siap huni 3 lantai plus Private pool di Cilandak Jaksel,12/29/2023 13:27,"Cilandak, Jakarta Selatan",Mida ,22 Desember 2023,"Rp 8,5 Miliar",3,4,157 m²,433 m²,2,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,1,Ya,Ya,Semi Furnished,Bata Merah,Granit,3,,Modern,Perkotaan,Ya,2 Mobil,2022,Sumur Pompa,Tidak,Bagus,Dijual,hos15850715,,"RS Mayapada Jakarta Selatan, RSUP Fatmawati, RS Siloam TB Simatupang, RS Prikasih, RS Setia Mitra, Klinik Mata Nusantara",Citos,Sekolah Perancis,"MRT Fatmawati, MRT Haji Nawi, Stasiun MRT Cipete Raya, Stasiun Mrt Lebak Bulus, Stasiun Lebak Bulus, Stasiun Mrt Fatmawati",Museum Layang-Layang,1,,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850772/,"Rumah Bagus 2 Lantai di Pondok Indah, Lingkungan Aman",12/29/2023 13:27,"Pondok Indah, Jakarta Selatan",Elsy Eka Putri ,22 Desember 2023,Rp 34 Miliar,4,4,491 m²,525 m²,2,Rumah,HGB - Hak Guna Bangunan,,2,Ya,Ya,,,,2,,,Pemukiman Warga,Tidak,,,,Tidak,Bagus,Dijual,hos15850772,,,,,,,2,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850762/,"Rumah siap huni, bebas banjir di Pesanggrahan - Jakarta Selatan",12/29/2023 13:27,"Pesanggrahan, Jakarta Selatan","Zaharani Marguita	 ",22 Desember 2023,"Rp 2,6 Miliar",4,5,180 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,Lainnya Watt,,,,,,,,,,,,,,,,,Dijual,hos15850762,,"RS Dr Suyoto, RS Avisena, RSUD Pesanggrahan, RSGM Moestopo, RS Petukangan",,Moestopo Tanah Kusir,Pintu Tol Veteran,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850748/,"Dijual Rumah bagus siap huni 2 Lantai ,bagus  Strategis Di Tebet Jakarta Selatan S7083",12/29/2023 13:28,"Tebet, Jakarta Selatan",Anto Widayanto ,22 Desember 2023,"Rp 3,8 Miliar",4,5,120 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,Tidak,Tidak,Unfurnished,Bata Merah,Ubin,2,,Modern,Pemukiman Warga,Ya,2 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos15850748,,"RS Brawijaya Saharjo, RS Tebet, RSUD Tebet",KOKAS,,"Stasiun Cawang, Stasiun Manggarai, Stasiun Tebet",,1,1,1,,"Gereja Simultan, Masjid Jami Al Atiq, Masjid Raya Al-Ittihaad",
https://www.rumah123.com/properti/jakarta-selatan/hos15850736/,Dijual Rumah Brand New 2 Lantai Bagus di Jagakarsa,12/29/2023 13:29,"Jagakarsa, Jakarta Selatan",Ridha Malaon,22 Desember 2023,"Rp 1,95 Miliar",3,3,80 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,,,2,,,,Tidak,,,Sumur Bor,Tidak,Baru,Dijual,hos15850736,,"RS Ali Sibroh Malisi, RSUD Jagakarsa, RS Andhika, RS Zahirah, RS Aulia",,,"Stasiun Lenteng Agung, Stasiun Tanjung Barat",Setu Babakan,,,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850737/,Dijual Rumah Terawat Cocok Untuk Kostan Siap Huni di Hang Jebat,12/29/2023 13:29,"Kebayoran Baru, Jakarta Selatan",Widya ,22 Desember 2023,Rp 19 Miliar,10,8,539 m²,250 m²,4,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah, Bata Hebel","Keramik, Ubin",2,Selatan,Minimalis,Pemukiman Warga,Ya,2 Mobil,2019,PAM atau PDAM,Tidak,Bagus,Dijual,hos15850737,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,,,2,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",2019
https://www.rumah123.com/properti/jakarta-selatan/hos15850643/,"Rumah Bagus 2 Lantai di Pondok Indah, Lingkungan Aman",12/29/2023 13:29,"Pondok Indah, Jakarta Selatan",Marniwati (Henny) ,22 Desember 2023,Rp 34 Miliar,4,4,491 m²,525 m²,2,Rumah,HGB - Hak Guna Bangunan,,2,Ya,Ya,,,,2,,,Pemukiman Warga,Tidak,,,,Tidak,Bagus,Dijual,hos15850643,,,,,,,2,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850584/,Dijual Rumah Minimalis Modern Siap Huni Area Kebayoran Baru,12/29/2023 13:29,"Kebayoran Baru, Jakarta Selatan",Widya ,22 Desember 2023,Rp 16 Miliar,3,3,252 m²,450 m²,2,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,1,Ya,Ya,Semi Furnished,"Batako, Beton, Bata Merah, Bata Hebel","Granit, Marmer, Ubin",2,Selatan,Minimalis Modern,Pemukiman Warga,Ya,2 Mobil,2017,PAM atau PDAM,Tidak,Bagus,Dijual,hos15850584,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,2,1,1,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",2017
https://www.rumah123.com/properti/jakarta-selatan/hos15850572/,Dijual Rumah Tua hitung Tanah di Tanah Kusir -nrl,12/29/2023 13:31,"Tanah Kusir, Jakarta Selatan","SW KUNARIYATI , SE",22 Desember 2023,Rp 4 Miliar,2,1,300 m²,300 m²,1,Rumah,SHM - Sertifikat Hak Milik,,1,Tidak,Ya,Unfurnished,,,1,,,,Ya,,,,Tidak,Bagus,Dijual,hos15850572,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850565/,Dijual Town House di Kemang Jakarta Selatan Siap Huni,12/29/2023 13:31,"Kemang, Jakarta Selatan",Mohammad Fahmi ,22 Desember 2023,"Rp 8,5 Miliar",3,3,247 m²,360 m²,1,Rumah,SHM - Sertifikat Hak Milik,,1,Ya,Ya,Unfurnished,,"Granit, Keramik, Marmer, Ubin",2,,American Classic,,Ya,2 Mobil,,PAM atau PDAM,Ya,Bagus,Dijual,hos15850565,,,,,,,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850529/,Dijual Cepat Rumah 2 lt Semi Furnished Halaman Luas & Strategis,12/29/2023 13:32,"Lebak Bulus, Jakarta Selatan",Bambang  Siswanto ST,22 Desember 2023,Rp 65 Miliar,3,,3 m²,846 m²,6,Rumah,SHM - Sertifikat Hak Milik,66000 Watt,2,Tidak,Tidak,Semi Furnished,Bata Merah,Keramik,2,,Scandinavian,Pemukiman Warga,Ya,2 Mobil,,Sumur Bor,Tidak,Bagus,Dijual,hos15850529,,,,,,,2,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850410/,Rumah bagus baru dalam komplek di Tebet mas 2 Lantai,12/29/2023 13:32,"Tebet, Jakarta Selatan",Satria  Yadi,22 Desember 2023,Rp 16 Miliar,3,4,350 m²,340 m²,3,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,Tidak,Tidak,Unfurnished,Bata Merah,Marmer,2,,Modern,Perkotaan,Ya,2 Mobil,2023,Sumur Bor,Ya,Baru,Dijual,hos15850410,,"RS Brawijaya Saharjo, RS Tebet, RSUD Tebet",KOKAS,,"Stasiun Cawang, Stasiun Manggarai, Stasiun Tebet",,2,1,,,"Gereja Simultan, Masjid Jami Al Atiq, Masjid Raya Al-Ittihaad",
https://www.rumah123.com/properti/jakarta-selatan/hos15850505/,RUMAH PASAR MINGGU JAKARTA SELATAN BESAR DAN KOKOH,12/29/2023 13:33,"Pasar Minggu, Jakarta Selatan",VENIE (EJLI) ,22 Desember 2023,Rp 6 Miliar,6,5,459 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,,,,,Dijual,hos15850505,,"RSIA Kemang Medical Care, RS Marinir Cilandak, RS Siaga Raya, RSUD Pasar Minggu, RSUD Jati Padang",,"SMA 28 Jakarta, SMAS Gonzaga, UNAS","Stasiun Pasar Minggu, Stasiun Pasar Minggu Baru, Terminal Pasar Minggu, Terminal Ragunan","Hauwke’s Auto Gallery, Kebun Binatang Ragunan, Pusat Primata Schmutzer",,,,,Pura Agung Wira Dharma Samudra,
https://www.rumah123.com/properti/jakarta-selatan/hos15850482/,Jual Murah Rumah 2 Lantai di Sepat Raya Kebagusan 1 Furnished ,12/29/2023 13:33,"Kebagusan, Jakarta Selatan",Vanny ,22 Desember 2023,Rp 13 Miliar,6,7,512 m²,650 m²,,Rumah,SHM - Sertifikat Hak Milik,,,Ya,Ya,Furnished,,,2,,,Perkotaan,Ya,,,,Tidak,Bagus,Dijual,hos15850482,,,,,,,2,1,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850466/,"RUMAH BINTARO BAGUS, TERAWAT, SIAP HUNI, BANGUNAN KOKOH",12/29/2023 13:33,"Bintaro, Jakarta Selatan",VENIE (EJLI) ,22 Desember 2023,"Rp 7,5 Miliar",4,3,360 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,,,,,Dijual,hos15850466,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850460/,Rumah Brand New Area Bintaro Sektor 2 Dekat Jakarta Selatan,12/29/2023 13:34,"Sektor 2 - Bintaro, Jakarta Selatan",Amelia ,24 Desember 2023,"Rp 1,5 Miliar",4,3,75 m²,88 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,Tidak,Tidak,,"Beton, Bata Merah",Granit,2,,Modern,,Tidak,,,Sumur Pompa,Tidak,Baru,Dijual,hos15850460,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850434/,Rumah Modern di Lebak Bulus Lt 1.006 m2 dipanggir Jalan ,12/29/2023 13:34,"Lebak Bulus, Jakarta Selatan","LUZI, SE  ",22 Desember 2023,"Rp 17,5 Miliar",6,6,1006 m²,2500 m²,5,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,,Ya,Ya,Unfurnished,Bata Merah,Granit,2,Utara,American Classic,Pemukiman Warga,Ya,2 Mobil,2009,PAM atau PDAM,Ya,Bagus,Dijual,hos15850434,,,,,,,2,2,5,,,2019
https://www.rumah123.com/properti/jakarta-selatan/hos15850427/,Dijual Rumah di Jalan Jagakarsa Jakarta Selatan 3 Lantai,12/29/2023 13:34,"Jagakarsa, Jakarta Selatan",Iqbal Rumaindo ,22 Desember 2023,"Rp 2,54 Miliar",3,4,70 m²,160 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,"Batako, Bata Hebel","Granit, Keramik",3,,,Perkotaan,Ya,2 Mobil,2023,,Tidak,Baru,Dijual,hos15850427,,"RS Ali Sibroh Malisi, RSUD Jagakarsa, RS Andhika, RS Zahirah, RS Aulia",,,"Stasiun Lenteng Agung, Stasiun Tanjung Barat",Setu Babakan,,,1,,,2024
https://www.rumah123.com/properti/jakarta-selatan/hos15850393/,For Sale Town House Kebagusan Jakarta Selatan,12/29/2023 13:34,"Kebagusan, Jakarta Selatan",Narta ,22 Desember 2023,Rp 6 Miliar,4,5,264 m²,400 m²,2,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,1,Ya,Ya,Semi Furnished,,,3,Timur,Town House,Pemukiman Warga,Ya,2 Mobil,,PAM atau PDAM,Tidak,Bagus,Dijual,hos15850393,,,,,,,2,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850396/,"Rumah Luas Dan Bagus SHM di Panglima Polim, Jakarta Selatan",12/29/2023 13:35,"Panglima Polim, Jakarta Selatan",Ecko Adiamsah ,22 Desember 2023,Rp 125 Miliar,8,6,1451 m²,1000 m²,2,Rumah,SHM - Sertifikat Hak Milik,,1,Ya,Ya,Unfurnished,,,1,,,Pemukiman Warga,Ya,1 Mobil,,PAM atau PDAM,Tidak,Bagus,Dijual,hos15850396,,,,,,,,,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850395/,"Rumah 2 lantai, lokasi strategis di Pesanggrahan",12/29/2023 13:35,"Pesanggrahan, Jakarta Selatan","Zaharani Marguita	 ",22 Desember 2023,"Rp 2,2 Miliar",4,5,150 m²,86 m²,,Rumah,SHM - Sertifikat Hak Milik,Lainnya Watt,,,,,,,,,,,,,,,,,Dijual,hos15850395,,"RS Dr Suyoto, RS Avisena, RSUD Pesanggrahan, RSGM Moestopo, RS Petukangan",,Moestopo Tanah Kusir,Pintu Tol Veteran,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850340/,Rumah di Kebayoran Baru  cocok untuk usaha 2 Lantai SHM hadap Barat Bagus sekali ,12/29/2023 13:36,"Kebayoran Baru, Jakarta Selatan",Dede B Dewantara ,22 Desember 2023,Rp 13 Miliar,3,3,298 m²,500 m²,3,Rumah,SHM - Sertifikat Hak Milik,8000 Watt,1,Ya,Ya,Semi Furnished,"Beton, Bata Merah, Bata Hebel","Keramik, Marmer, Ubin, Vinyl",2,Barat,Minimalis Modern,Pemukiman Warga,Ya,2 Mobil,,Sumur Bor,Tidak,Bagus,Dijual,hos15850340,,"RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria, RS Jiwa Dharmawangsa, RS Muhammadiyah Taman Puring, RSUD Kebayoran Baru","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,1,1,2,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15850356/,Rumah Cocok Untuk Kantor Lokasi Di Tebet Barat Jakarta Selatan,12/29/2023 13:36,"Tebet, Jakarta Selatan",Bella ,22 Desember 2023,"Rp 13,5 Miliar",8,5,402 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,Lainnya Watt,,,,,,,,,,,,,,,,bagus sekali,Dijual,hos15850356,,"RS Brawijaya Saharjo, RS Tebet, RSUD Tebet",KOKAS,,"Stasiun Cawang, Stasiun Manggarai, Stasiun Tebet",,,,,,"Gereja Simultan, Masjid Jami Al Atiq, Masjid Raya Al-Ittihaad",
https://www.rumah123.com/properti/jakarta-selatan/hos15850331/,Rumah di Lebak Bulus Luas Dan Terawat,12/29/2023 13:36,"Lebak Bulus, Jakarta Selatan",Liana Savitri,22 Desember 2023,"Rp 6,2 Miliar",3,4,256 m²,250 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,Ya,Ya,Semi Furnished,,,2,,Modern,Pemukiman Warga,Ya,2 Mobil,,,Tidak,Bagus,Dijual,hos15850331,,,,,,,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850314/,"Rumah di Pesanggrahan Jakarta Selatan, Lingkungan Aman",12/29/2023 13:36,"Pesanggrahan, Jakarta Selatan",Marniwati (Henny) ,22 Desember 2023,Rp 7 Miliar,7,3,557 m²,320 m²,5,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,,,,1,,,Pemukiman Warga,Tidak,,,,Tidak,Bagus,Dijual,hos15850314,,,,,,,,,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850247/,Rumah baru modern harga murah di Bintaro sektor 2 area,12/29/2023 13:37,"Sektor 2 - Bintaro, Jakarta Selatan",Satria  Yadi,22 Desember 2023,"Rp 1,5 Miliar",3,3,81 m²,120 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Tidak,Tidak,Unfurnished,Bata Hebel,Granit,2,Timur,Minimalis Modern,Pemukiman Warga,Ya,2 Mobil,2023,Sumur Bor,Tidak,Baru,Dijual,hos15850247,,,,,,,1,1,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850264/,Rumah Dijual Brand New di Jakarta Selatan Rapih Siap Huni,12/29/2023 13:37,"Bintaro, Jakarta Selatan",Amelia ,24 Desember 2023,"Rp 6,7 Miliar",5,5,120 m²,246 m²,1,Rumah,HGB - Hak Guna Bangunan,,,Tidak,Tidak,Furnished,"Batako, Beton, Bata Merah",Granit,3,,Modern,,Tidak,,,,Tidak,Bagus,Dijual,hos15850264,,,,,,,,,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850260/,Rumah 2 Lt Town House SHM Di Komp Pejaten Barat Indah,12/29/2023 13:37,"Pasar Minggu, Jakarta Selatan",Heru Widaryono ,22 Desember 2023,Rp 13 Miliar,4,3,478 m²,414 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,Ya,Ya,Semi Furnished,"Batako, Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer, Ubin, Vinyl",2,,,Pemukiman Warga,Ya,3 Mobil,2010,PAM atau PDAM,Ya,Bagus,Dijual,hos15850260,,"RSIA Kemang Medical Care, RS Marinir Cilandak, RS Siaga Raya, RSUD Pasar Minggu, RSUD Jati Padang",,"SMA 28 Jakarta, SMAS Gonzaga, UNAS","Stasiun Pasar Minggu, Stasiun Pasar Minggu Baru, Terminal Pasar Minggu, Terminal Ragunan","Hauwke’s Auto Gallery, Kebun Binatang Ragunan, Pusat Primata Schmutzer",1,1,,,Pura Agung Wira Dharma Samudra,
https://www.rumah123.com/properti/jakarta-selatan/hos15850242/,Rumah di Pondok Indah,12/29/2023 13:38,"Pondok Indah, Jakarta Selatan",Ivan Gunawan ,22 Desember 2023,Rp 65 Miliar,,,821 m²,1127 m²,,Rumah,SHM - Sertifikat Hak Milik,,,Tidak,Tidak,,,,2,,,,Tidak,,,,Tidak,,Dijual,hos15850242,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15850203/,"For Sale Rumah Bagus SHM di Panglima Polim 4, Jaksel",12/29/2023 13:38,"Panglima Polim, Jakarta Selatan",Ecko Adiamsah ,22 Desember 2023,Rp 26 Miliar,6,3,502 m²,250 m²,1,Rumah,SHM - Sertifikat Hak Milik,,1,Ya,Ya,Unfurnished,,,1,,,Pemukiman Warga,Ya,1 Mobil,,PAM atau PDAM,Ya,Bagus,Dijual,hos15850203,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15849768/,Rumah Murah Dijual di Area Bintaro Sektor 3 Dekat Dengan Stasiun,12/29/2023 13:38,"Sektor 3 - Bintaro, Jakarta Selatan",Amelia ,24 Desember 2023,"Rp 1,5 Miliar",4,4,81 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,Tidak,Tidak,,"Batako, Beton, Bata Merah",Granit,1,,Modern,,Tidak,,,,Tidak,Bagus,Dijual,hos15849768,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15849450/,Rumah Cakep Strategis Dekat Tol Dan Fasum di Grand Wijaya,12/29/2023 13:38,"Pesanggrahan, Jakarta Selatan",GOUW IWAN ,22 Desember 2023,"Rp 2,5 Miliar",4,3,135 m²,250 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,Ya,Ya,,,,2,Utara,,,Ya,2 Mobil,,PAM atau PDAM,Tidak,Bagus,Dijual,hos15849450,,"RS Dr Suyoto, RS Avisena, RSUD Pesanggrahan, RSGM Moestopo, RS Petukangan",,Moestopo Tanah Kusir,Pintu Tol Veteran,,1,1,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15849412/,Dijual rumah minimalist di jalan besar Kemang Jakarta Selatan ,12/29/2023 13:39,"Kemang, Jakarta Selatan",JUSTUS  Budiharso,22 Desember 2023,"Rp 7,2 Miliar",3,3,190 m²,200 m²,2,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,2,Ya,Ya,Unfurnished,"Beton, Bata Merah","Granit, Keramik",2,Barat,Minimalis Modern,Perkotaan,Ya,2 Mobil,2012,Sumur Pompa,Tidak,Bagus,Dijual,hos15849412,,,,,,,1,1,,,,2021
https://www.rumah123.com/properti/jakarta-selatan/hos15849416/,Rumah Bagus 2 Lt Furnished SHM di Ampera Kemang Jakarta Selatan,12/29/2023 13:39,"Kemang, Jakarta Selatan",Suprihyatno suprihyatno,29 Desember 2023,Rp 21 Miliar,6,4,1220 m²,1000 m²,,Rumah,SHM - Sertifikat Hak Milik,33000 Watt,1,Ya,Ya,Furnished,"Bata Merah, Bata Hebel",Granit,2,Timur,Modern Glass House,Perkotaan,Ya,2 Mobil,2020,PAM atau PDAM,Ya,Bagus,Dijual,hos15849416,,,,,,,2,2,,,,-1
https://www.rumah123.com/properti/jakarta-selatan/hos15849357/,Rumah Mewah Strategis di Jaksel plus kolam renang dekat Tol,12/29/2023 13:39,"Jagakarsa, Jakarta Selatan",PUTRA PROPERTY ,22 Desember 2023,"Rp 3,3 Miliar",5,4,107 m²,220 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,Ya,Ya,Semi Furnished,Bata Merah,Marmer,3,Timur,American Classic,Perkotaan,Ya,3 Mobil,2023,Sumur Pompa,Ya,Baru,Dijual,hos15849357,,"RS Ali Sibroh Malisi, RSUD Jagakarsa, RS Andhika, RS Zahirah, RS Aulia",,,"Stasiun Lenteng Agung, Stasiun Tanjung Barat",Setu Babakan,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15849374/,Dijual Sangat Murah Rumah Hitung Tanah Di Senopati ,12/29/2023 13:39,"Senopati, Jakarta Selatan",Jayeng Imamul Adhim ,22 Desember 2023,"Rp 9,15 Miliar",3,2,200 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,,,Ya,Ya,,,,1,,,,Tidak,,,,Tidak,,Dijual,hos15849374,,,,,,,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15849340/,Dijual Rumah Cipete Jakarta Selatan hitung tanah,12/29/2023 13:39,"Cipete, Jakarta Selatan",Narta ,22 Desember 2023,"Rp 11,5 Miliar",4,3,509 m²,300 m²,1,Rumah,SHM - Sertifikat Hak Milik,,1,Ya,Ya,Semi Furnished,Bata Merah,Keramik,2,,,Pemukiman Warga,Ya,2 Mobil,,PAM atau PDAM,Tidak,Bagus,Dijual,hos15849340,,,,,,,1,1,1,,,
