source,title,date of collecting,region,seller's name,latest modified date,price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Material Bangunan,Material Lantai,Jumlah Lantai,Hadap,Konsep dan Gaya Rumah,Pemandangan,Terjangkau Internet,Lebar Jalan,Tahun Dibangun,Sumber Air,Hook,Kondisi Properti,Tipe Iklan,ID Iklan,facilities,Kesehatan,Perbelanjaan,Sekolah,Transportasi,Wisata,Kamar Pembantu,Kamar Mandi Pembantu,Garasi,Others,Ibadah,Tahun Di Renovasi
https://www.rumah123.com/properti/jakarta-selatan/hos14995503/,Townhouse 3 Lantai Siap Huni di Pejaten Jakarta Selatan,12/28/2023 13:16,"Pejaten, Jakarta Selatan",Heru Dianika SE ,20 Desember 2023,Rp 10 Miliar,4,4,385 m²,383 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,Tidak,Tidak,Semi Furnished,Bata Merah,Keramik,3,Timur,Modern,Pemukiman Warga,Ya,3 Mobil,2000,Sumur Pompa,Tidak,Bagus,Dijual,hos14995503,"Keamanan 24 jam,  Kolam Renang, Taman, Lapangan Tenis",,,,,,1,1,2,,,2000
https://www.rumah123.com/properti/jakarta-selatan/hos14740820/,Diijual Rumah Siap Huni Dekat Pakubuwono Dan Senayan City,12/28/2023 13:16,"Kebayoran Baru, Jakarta Selatan",Luana ,21 Desember 2023,Rp 15 Miliar,5,5,266 m²,300 m²,1,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,2,Ya,Ya,Unfurnished,Bata Merah,Keramik,2,Utara,Minimalis,Perkotaan,Ya,2 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos14740820,"Taman, Tempat Jemuran, One Gate System, Lapangan Bulu Tangkis","RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,1,1,1,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15465039/,Dijual Rumah Bagus Semi Furnished di Jagakarsa Jakarta Selatan,12/28/2023 13:16,"Jagakarsa, Jakarta Selatan",Luana ,28 Desember 2023,Rp 32 Miliar,4,4,1643 m²,500 m²,4,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,Ya,Ya,Semi Furnished,Bata Merah,Granit,1,,Modern,Perkotaan,Ya,2 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos15465039,"Kolam Renang, Taman, AC","RS Ali Sibroh Malisi, RSUD Jagakarsa, RS Andhika, RS Zahirah, RS Aulia",,,"Stasiun Lenteng Agung, Stasiun Tanjung Barat",Setu Babakan,3,1,3,,,
https://www.rumah123.com/properti/jakarta-selatan/hos14421911/, Rumah Minimalis Modern Tiga Lantai Akses Mudah Di Tebet Timur Jakarta Selatan,12/28/2023 13:16,"Tebet, Jakarta Selatan",Rizik Global Karya Insani,19 Desember 2023,Rp 6 Miliar,4,4,144 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer, Ubin, Vinyl",3,Utara,Minimalis Modern,Perkotaan,Ya,2 Mobil,2023,Sumur Bor,Tidak,Baru,Dijual,hos14421911," Jalur Telepon,  Jogging Track, Keamanan,  Masjid, Taman, Tempat Jemuran,  Akses Parkir,  CCTV, Keamanan 24 jam,  One Gate System,  Playground,  Tempat Laundry, Kitchen Set, Track Lari",RS Brawijaya Saharjo,KOKAS,,"Stasiun Cawang, Stasiun Manggarai, Stasiun Tebet",,1,1,2,,"Gereja Simultan, Masjid Jami Al Atiq, Masjid Raya Al-Ittihaad",2023
https://www.rumah123.com/properti/jakarta-selatan/hos14290320/,Rumah Desain Mewah Kolam Renang Dalam Townhouse Ampera Cilandak Jakarta Selatan,12/28/2023 13:16,"Ampera, Jakarta Selatan",Rizik Global Karya Insani,20 Desember 2023,Rp 20 Miliar,5,5,341 m²,700 m²,3,Rumah,SHM - Sertifikat Hak Milik,11000 Watt,2,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer, Ubin, Vinyl",3,Timur,Modern Glass House,Perkotaan,Ya,3 Mobil,2023,Sumur Resapan,Tidak,Baru,Dijual,hos14290320," Ac,  CCTV, Jalur Telepon,  Jogging Track,  Keamanan, Kolam Renang,  Masjid,  Taman,  Kolam Ikan, Tempat Jemuran,  Akses Parkir, Keamanan 24 jam,  One Gate System,  Playground,  Tempat Laundry, Kitchen Set, Wastafel, Track Lari",,,,,,1,1,2,,,2023
https://www.rumah123.com/properti/jakarta-selatan/hos14797460/,"Rugi Turun Harga Sd 2,5 Miliar Rumah Bisa Buat Usaha Petukangan Sel Jaksel",12/28/2023 13:16,"Petukangan, Jakarta Selatan",Gusben Property,14 Desember 2023,"Rp 4,5 Miliar",4,3,540 m²,250 m²,3,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,Ya,Ya,Semi Furnished,Bata Hebel,"Granit, Keramik",1,Utara,Industrial,Pemukiman Warga,Tidak,3 Mobil,2010,Sumur Bor,Ya,Bagus,Dijual,hos14797460,"Jalur Telepon,  Taman, Tempat Jemuran, Akses Parkir, Masjid,  AC,  CCTV,  Kitchen Set,  Kompor, Kulkas,  Mesin Cuci,  Pemanas Air, Wastafel, Track Lari",,,,,,1,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15368106/,"Rumah Bagus SHM - Sertifikat Hak Milik di Lebak Bulus, Lebak Bulus",12/28/2023 13:16,"Lebak Bulus, Jakarta Selatan",Edward Arifianto ,22 Desember 2023,Rp 11 Miliar,5,6,473 m²,500 m²,3,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,Ya,Ya,Semi Furnished,Bata Merah,Marmer,2,Timur,Minimalis,Pemukiman Warga,Ya,4 Mobil,,Sumur Pompa,Ya,Bagus,Dijual,hos15368106,"Kolam Renang,  Taman, Tempat Jemuran, Akses Parkir, Keamanan 24 jam,  One Gate System,  Playground,  AC, Kitchen Set, Wastafel",,,,,,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15851362/, Rumah 3 Lantai Unfurnished Baru SHM - Sertifikat Hak Milik di Kemang,12/28/2023 13:16,"Kemang, Jakarta Selatan",Edward Arifianto ,22 Desember 2023,"Rp 4,6 Miliar",3,3,81 m²,215 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,Ya,Ya,Unfurnished,Bata Merah,Granit,3,Barat,Minimalis Modern,Pemukiman Warga,Ya,2 Mobil,2023,Sumur Pompa,Tidak,Baru,Dijual,hos15851362,"Taman, Tempat Jemuran, Akses Parkir, Keamanan 24 jam,  One Gate System, Wastafel",,,,,,1,1,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15376954/," Rumah Bagus SHM - Sertifikat Hak Milik di Permata Hijau, Permata Hijau",12/28/2023 13:17,"Permata Hijau, Jakarta Selatan",Edward Arifianto ,22 Desember 2023,Rp 55 Miliar,6,8,1200 m²,1050 m²,5,Rumah,SHM - Sertifikat Hak Milik,13900 Watt,2,Ya,Ya,Unfurnished,Bata Merah,Marmer,2,Timur Laut,American Classic,Pemukiman Warga,Ya,3 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos15376954,"Kolam Renang,  Taman, Tempat Jemuran, Akses Parkir, Masjid, AC, Wastafel",,,,,,2,1,5,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15765487/,Dijual Rumah Mewah Terawat di Sekolah Duta Pondok Indah Rumah,12/28/2023 13:17,"Pondok Indah, Jakarta Selatan",Arifin Nupasha ,15 Desember 2023,"Rp 34,5 Miliar",6,3,715 m²,680 m²,4,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,Ya,Ya,Semi Furnished,Bata Merah,"Granit, Marmer",2,Timur,,,Ya,4 Mobil,2013,Sumur Bor,Tidak,Bagus,Dijual,hos15765487,"Jalur Telepon,  Kolam Renang, Taman, Tempat Jemuran",,,,,,3,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15813269/,"Rumah Bagus, Menarik, Dekat TB Simatupang & AEON Mall",12/28/2023 13:17,"Tanjung Barat, Jakarta Selatan",Desmon Simanjuntak,18 Desember 2023,"Rp 4,8 Miliar",4,3,325 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah","Keramik, Marmer",2,Utara,Minimalis Modern,Pemukiman Warga,Ya,3 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos15813269,"Jalur Telepon,  Keamanan,  Masjid, Taman, Tempat Jemuran, Kitchen Set, Wastafel, Lapangan Basket, Lapangan Tenis",,,,,,,1,1,,,2015
https://www.rumah123.com/properti/jakarta-selatan/hos10458106/,Dijual Rumah di Tanah Teduh Ekslusif Dg Konsep Eco friendly,12/28/2023 13:17,"Jati Padang, Jakarta Selatan",Oman  Komarudin,19 Desember 2023,"Rp 13,8 Miliar",4,3,440 m²,350 m²,4,Rumah,SHM - Sertifikat Hak Milik,23000 Watt,2,Ya,Ya,Semi Furnished,"Beton, Bata Merah","Granit, Keramik",2,Utara,Kontemporer,Taman Kota,Ya,2 Mobil,2012,Sumur Bor,Tidak,Bagus,Dijual,hos10458106,"AC, CCTV,  Keamanan,  Kolam Renang,  Taman, Tempat Jemuran, Akses Parkir, Keamanan 24 jam,  One Gate System,  Playground, Kitchen Set,  Pemanas Air, Wastafel",,,,,,2,1,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15369223/,Aparthouse Baru Non Furnished Di Pinang Kalijati Jakarta Selatan,12/28/2023 13:17,"Pondok Labu, Jakarta Selatan",Tyana ,23 Desember 2023,Rp 822 Juta,2,2,35 m²,68 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,"Beton, Bata Merah, Bata Hebel","Granit, Keramik",2,Timur,Minimalis Modern,,Ya,2 Mobil,2023,Sumur Bor,Tidak,Baru,Dijual,hos15369223,"CCTV, Jalur Telepon,  Keamanan, Tempat Jemuran, Keamanan 24 jam,  One Gate System, Wastafel",,,,,,,,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15312069/,Rumah Mewah di Gunawarman Senopati Kebayoran Baru,12/28/2023 13:17,"Senopati, Jakarta Selatan",Ecko Adiamsah ,20 Desember 2023,Rp 35 Miliar,4,5,261 m²,650 m²,2,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,2,Tidak,Ya,Semi Furnished,Bata Merah,Marmer,3,Utara,American Classic,Perkotaan,Ya,2 Mobil,,Sumur Pompa,Ya,Baru,Dijual,hos15312069,"Kolam Renang, Taman, Akses Parkir, Keamanan 24 jam,  AC,  CCTV, Kitchen Set,  Kompor,  Pemanas Air, Wastafel",,,,,,2,1,4,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15548160/,Rumah Lama Hitung Tanah Area Depsos Bintaro,12/28/2023 13:17,"Bintaro, Jakarta Selatan",Andien RR,12 Desember 2023,"Rp 4,7 Miliar",2,1,334 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,,,Tidak,Tidak,Unfurnished,,,1,,Minimalis,Perkotaan,Ya,2 Mobil,,,Tidak,Butuh Renovasi,Dijual,hos15548160,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos14043014/,"Dijual Cepat, Rumah Terawat di Lokasi Strategis, Cikoko Jakarta Selatan ",12/28/2023 13:17,"Pancoran, Jakarta Selatan",Andien RR,20 Desember 2023,"Rp 5,3 Miliar",6,5,241 m²,195 m²,3,Rumah,HGB - Hak Guna Bangunan,,1,Ya,Ya,Semi Furnished,,,2,,Minimalis Modern,Perkotaan,Ya,2 Mobil,,PAM atau PDAM,Tidak,Bagus,Dijual,hos14043014,,"JMC, RS JMC",,Sampoerna Academy,"Pintu Tol Cawang, Stasiun Duren Kalibata, Stasiun Kalibata",,,,,"Imigrasi Mampang, SMESCO Convention Hall",Masjid Al Munawar Pancoran,
https://www.rumah123.com/properti/jakarta-selatan/hos6283606/,"Rumah 3 Lantai Duren Tiga Selatan 16a Dijual Murah 2,5m Jalan 2 Mobil",12/28/2023 13:17,"Duren Tiga, Jakarta Selatan",Ridho Housejakartacom,21 Desember 2023,"Rp 2,5 Miliar",4,2,75 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,Tidak,Tidak,Semi Furnished,,,2,,,,Tidak,,2018,,Tidak,Bagus,Dijual,hos6283606,,,,,,,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15688055/,Rumah 4 Lantai Private Pool SHM di Mampang Jakarta Selatan,12/28/2023 13:17,"Mampang Prapatan, Jakarta Selatan", Erna Susilo ,19 Desember 2023,"Rp 3,6 Miliar",2,4,55 m²,165 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,2,Ya,Ya,Unfurnished,"Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer, Vinyl",1,Timur,Town House,Perkotaan,Ya,2 Mobil,2023,PAM atau PDAM,Tidak,Baru,Dijual,hos15688055,"Jalur Telepon,  Kolam Ikan,  Kolam Renang,  Taman, Tempat Jemuran,  Akses Parkir,  CCTV, Keamanan 24 jam, Masjid,  One Gate System,  Playground,  Tempat Laundry, Wastafel,  Lapangan Basket, Lapangan Bola,  Lapangan Bulu Tangkis, Lapangan Tenis,  Lapangan Voli,  Tempat Gym,  Track Lari",,Lippo Mall Kemang,,,Museum Satria Mandala,1,1,,"Kemang Food Festival, Mampang Prapatan, Playparq Kemang",,
https://www.rumah123.com/properti/jakarta-selatan/hos15095850/,Di cepat rumah 2 lantai gudang peluru B.U,12/28/2023 13:17,"Gudang Peluru, Jakarta Selatan",RIS MARLINA ,13 Desember 2023,"Rp 3,9 Miliar",4,4,130 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,Tidak,Tidak,,,,,,,,Tidak,,,,Tidak,,Dijual,hos15095850,,,,,,,,,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15191755/,Rumah Bagus siap huni di Kebagusan Jakarta Selatan ,12/28/2023 13:18,"Kebagusan, Jakarta Selatan",Adis Marini ,13 Desember 2023,"Rp 1,8 Miliar",3,3,120 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,Tidak,Tidak,,,,,,,,Tidak,,,,Tidak,,Dijual,hos15191755,Pemanas Air,,,,,,,,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15684152/,Rumah lama hitung Tanah SCBD area,12/28/2023 13:18,"SCBD, Jakarta Selatan",HOUSE DEMAND ,20 Desember 2023,Rp 9 Miliar,,,200 m²,185 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,Tidak,Tidak,,,,1,,,Perkotaan,Ya,1 Mobil,,,Tidak,Butuh Renovasi,Dijual,hos15684152,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos14995503/,Townhouse 3 Lantai Siap Huni di Pejaten Jakarta Selatan,12/28/2023 13:24,"Pejaten, Jakarta Selatan",Heru Dianika SE ,20 Desember 2023,Rp 10 Miliar,4,4,385 m²,383 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,Tidak,Tidak,Semi Furnished,Bata Merah,Keramik,3,Timur,Modern,Pemukiman Warga,Ya,3 Mobil,2000,Sumur Pompa,Tidak,Bagus,Dijual,hos14995503,"Keamanan 24 jam,  Kolam Renang, Taman, Lapangan Tenis",,,,,,1,1,2,,,2000
https://www.rumah123.com/properti/jakarta-selatan/hos14740820/,Diijual Rumah Siap Huni Dekat Pakubuwono Dan Senayan City,12/28/2023 13:24,"Kebayoran Baru, Jakarta Selatan",Luana ,21 Desember 2023,Rp 15 Miliar,5,5,266 m²,300 m²,1,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,2,Ya,Ya,Unfurnished,Bata Merah,Keramik,2,Utara,Minimalis,Perkotaan,Ya,2 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos14740820,"Taman, Tempat Jemuran, One Gate System, Lapangan Bulu Tangkis","RSIA Brawijaya, RS Pusat Pertamina, RSIA JWCC Asih, RS Gandaria","Blok M Square, SCBD","SMA 70 Jakarta, SMAS Islam Al-Azhar 1, UHAMKA","MRT Asean, MRT Blok A, MRT Blok M, MRT Lebak Bulus, MRT Senayan, MRT Setiabudi, Terminal Blok M, Stasiun Mrt Blok M, Stasiun Mrt Blok A, Stasiun Mrt Senayan",,1,1,1,"MABES POLRI, Pasar Santa","Masjid Agung Al-Azhar, GKI Kebayoran Baru",
https://www.rumah123.com/properti/jakarta-selatan/hos15465039/,Dijual Rumah Bagus Semi Furnished di Jagakarsa Jakarta Selatan,12/28/2023 13:24,"Jagakarsa, Jakarta Selatan",Luana ,28 Desember 2023,Rp 32 Miliar,4,4,1643 m²,500 m²,4,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,Ya,Ya,Semi Furnished,Bata Merah,Granit,1,,Modern,Perkotaan,Ya,2 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos15465039,,,,,"Stasiun Lenteng Agung, Stasiun Tanjung Barat",Setu Babakan,3,1,3,,,
https://www.rumah123.com/properti/jakarta-selatan/hos14421911/, Rumah Minimalis Modern Tiga Lantai Akses Mudah Di Tebet Timur Jakarta Selatan,12/28/2023 13:24,"Tebet, Jakarta Selatan",Rizik Global Karya Insani,19 Desember 2023,Rp 6 Miliar,4,4,144 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer, Ubin, Vinyl",3,Utara,Minimalis Modern,Perkotaan,Ya,2 Mobil,2023,Sumur Bor,Tidak,Baru,Dijual,hos14421911,,RS Brawijaya Saharjo,KOKAS,,"Stasiun Cawang, Stasiun Manggarai, Stasiun Tebet",,1,1,2,,"Gereja Simultan, Masjid Jami Al Atiq, Masjid Raya Al-Ittihaad",2023
https://www.rumah123.com/properti/jakarta-selatan/hos14290320/,Rumah Desain Mewah Kolam Renang Dalam Townhouse Ampera Cilandak Jakarta Selatan,12/28/2023 13:25,"Ampera, Jakarta Selatan",Rizik Global Karya Insani,20 Desember 2023,Rp 20 Miliar,5,5,341 m²,700 m²,3,Rumah,SHM - Sertifikat Hak Milik,11000 Watt,2,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer, Ubin, Vinyl",3,Timur,Modern Glass House,Perkotaan,Ya,3 Mobil,2023,Sumur Resapan,Tidak,Baru,Dijual,hos14290320,,,,,,,1,1,2,,,2023
https://www.rumah123.com/properti/jakarta-selatan/hos14797460/,"Rugi Turun Harga Sd 2,5 Miliar Rumah Bisa Buat Usaha Petukangan Sel Jaksel",12/28/2023 13:25,"Petukangan, Jakarta Selatan",Gusben Property,14 Desember 2023,"Rp 4,5 Miliar",4,3,540 m²,250 m²,3,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,Ya,Ya,Semi Furnished,Bata Hebel,"Granit, Keramik",1,Utara,Industrial,Pemukiman Warga,Tidak,3 Mobil,2010,Sumur Bor,Ya,Bagus,Dijual,hos14797460,,,,,,,1,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15368106/,"Rumah Bagus SHM - Sertifikat Hak Milik di Lebak Bulus, Lebak Bulus",12/28/2023 13:25,"Lebak Bulus, Jakarta Selatan",Edward Arifianto ,22 Desember 2023,Rp 11 Miliar,5,6,473 m²,500 m²,3,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,Ya,Ya,Semi Furnished,Bata Merah,Marmer,2,Timur,Minimalis,Pemukiman Warga,Ya,4 Mobil,,Sumur Pompa,Ya,Bagus,Dijual,hos15368106,,,,,,,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15851362/, Rumah 3 Lantai Unfurnished Baru SHM - Sertifikat Hak Milik di Kemang,12/28/2023 13:25,"Kemang, Jakarta Selatan",Edward Arifianto ,22 Desember 2023,"Rp 4,6 Miliar",3,3,81 m²,215 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,Ya,Ya,Unfurnished,Bata Merah,Granit,3,Barat,Minimalis Modern,Pemukiman Warga,Ya,2 Mobil,2023,Sumur Pompa,Tidak,Baru,Dijual,hos15851362,,,,,,,1,1,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15376954/," Rumah Bagus SHM - Sertifikat Hak Milik di Permata Hijau, Permata Hijau",12/28/2023 13:25,"Permata Hijau, Jakarta Selatan",Edward Arifianto ,22 Desember 2023,Rp 55 Miliar,6,8,1200 m²,1050 m²,5,Rumah,SHM - Sertifikat Hak Milik,13900 Watt,2,Ya,Ya,Unfurnished,Bata Merah,Marmer,2,Timur Laut,American Classic,Pemukiman Warga,Ya,3 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos15376954,,,,,,,2,1,5,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15765487/,Dijual Rumah Mewah Terawat di Sekolah Duta Pondok Indah Rumah,12/28/2023 13:25,"Pondok Indah, Jakarta Selatan",Arifin Nupasha ,15 Desember 2023,"Rp 34,5 Miliar",6,3,715 m²,680 m²,4,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,Ya,Ya,Semi Furnished,Bata Merah,"Granit, Marmer",2,Timur,,,Ya,4 Mobil,2013,Sumur Bor,Tidak,Bagus,Dijual,hos15765487,,,,,,,3,1,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15813269/,"Rumah Bagus, Menarik, Dekat TB Simatupang & AEON Mall",12/28/2023 13:25,"Tanjung Barat, Jakarta Selatan",Desmon Simanjuntak,18 Desember 2023,"Rp 4,8 Miliar",4,3,325 m²,200 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,Ya,Ya,Unfurnished,"Batako, Beton, Bata Merah","Keramik, Marmer",2,Utara,Minimalis Modern,Pemukiman Warga,Ya,3 Mobil,,Sumur Pompa,Tidak,Bagus,Dijual,hos15813269,,,,,,,,1,1,,,2015
https://www.rumah123.com/properti/jakarta-selatan/hos10458106/,Dijual Rumah di Tanah Teduh Ekslusif Dg Konsep Eco friendly,12/28/2023 13:25,"Jati Padang, Jakarta Selatan",Oman  Komarudin,19 Desember 2023,"Rp 13,8 Miliar",4,3,440 m²,350 m²,4,Rumah,SHM - Sertifikat Hak Milik,23000 Watt,2,Ya,Ya,Semi Furnished,"Beton, Bata Merah","Granit, Keramik",2,Utara,Kontemporer,Taman Kota,Ya,2 Mobil,2012,Sumur Bor,Tidak,Bagus,Dijual,hos10458106,,,,,,,2,1,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15369223/,Aparthouse Baru Non Furnished Di Pinang Kalijati Jakarta Selatan,12/28/2023 13:25,"Pondok Labu, Jakarta Selatan",Tyana ,23 Desember 2023,Rp 822 Juta,2,2,35 m²,68 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,Ya,Ya,Unfurnished,"Beton, Bata Merah, Bata Hebel","Granit, Keramik",2,Timur,Minimalis Modern,,Ya,2 Mobil,2023,Sumur Bor,Tidak,Baru,Dijual,hos15369223,,,,,,,,,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15312069/,Rumah Mewah di Gunawarman Senopati Kebayoran Baru,12/28/2023 13:26,"Senopati, Jakarta Selatan",Ecko Adiamsah ,20 Desember 2023,Rp 35 Miliar,4,5,261 m²,650 m²,2,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,2,Tidak,Ya,Semi Furnished,Bata Merah,Marmer,3,Utara,American Classic,Perkotaan,Ya,2 Mobil,,Sumur Pompa,Ya,Baru,Dijual,hos15312069,,,,,,,2,1,4,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15548160/,Rumah Lama Hitung Tanah Area Depsos Bintaro,12/28/2023 13:26,"Bintaro, Jakarta Selatan",Andien RR,12 Desember 2023,"Rp 4,7 Miliar",2,1,334 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,,,Tidak,Tidak,Unfurnished,,,1,,Minimalis,Perkotaan,Ya,2 Mobil,,,Tidak,Butuh Renovasi,Dijual,hos15548160,,,,,,,,,,,,
https://www.rumah123.com/properti/jakarta-selatan/hos14043014/,"Dijual Cepat, Rumah Terawat di Lokasi Strategis, Cikoko Jakarta Selatan ",12/28/2023 13:26,"Pancoran, Jakarta Selatan",Andien RR,20 Desember 2023,"Rp 5,3 Miliar",6,5,241 m²,195 m²,3,Rumah,HGB - Hak Guna Bangunan,,1,Ya,Ya,Semi Furnished,,,2,,Minimalis Modern,Perkotaan,Ya,2 Mobil,,PAM atau PDAM,Tidak,Bagus,Dijual,hos14043014,,"JMC, RS JMC, RS Brawijaya Duren Tiga, RS Tria Dipa, RS Siloam Asri, RS Siloam Mampang",,Sampoerna Academy,"Pintu Tol Cawang, Stasiun Duren Kalibata, Stasiun Kalibata",,,,,"Imigrasi Mampang, SMESCO Convention Hall",Masjid Al Munawar Pancoran,
https://www.rumah123.com/properti/jakarta-selatan/hos6283606/,"Rumah 3 Lantai Duren Tiga Selatan 16a Dijual Murah 2,5m Jalan 2 Mobil",12/28/2023 13:26,"Duren Tiga, Jakarta Selatan",Ridho Housejakartacom,21 Desember 2023,"Rp 2,5 Miliar",4,2,75 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,Tidak,Tidak,Semi Furnished,,,2,,,,Tidak,,2018,,Tidak,Bagus,Dijual,hos6283606,,,,,,,1,1,1,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15688055/,Rumah 4 Lantai Private Pool SHM di Mampang Jakarta Selatan,12/28/2023 13:26,"Mampang Prapatan, Jakarta Selatan", Erna Susilo ,19 Desember 2023,"Rp 3,6 Miliar",2,4,55 m²,165 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,2,Ya,Ya,Unfurnished,"Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer, Vinyl",1,Timur,Town House,Perkotaan,Ya,2 Mobil,2023,PAM atau PDAM,Tidak,Baru,Dijual,hos15688055,,RSUD Mampang Prapatan,Lippo Mall Kemang,,,Museum Satria Mandala,1,1,,"Kemang Food Festival, Mampang Prapatan, Playparq Kemang",,
https://www.rumah123.com/properti/jakarta-selatan/hos15095850/,Di cepat rumah 2 lantai gudang peluru B.U,12/28/2023 13:26,"Gudang Peluru, Jakarta Selatan",RIS MARLINA ,13 Desember 2023,"Rp 3,9 Miliar",4,4,130 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,Tidak,Tidak,,,,,,,,Tidak,,,,Tidak,,Dijual,hos15095850,,,,,,,,,2,,,
https://www.rumah123.com/properti/jakarta-selatan/hos15191755/,Rumah Bagus siap huni di Kebagusan Jakarta Selatan ,12/28/2023 13:26,"Kebagusan, Jakarta Selatan",Adis Marini ,13 Desember 2023,"Rp 1,8 Miliar",3,3,120 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,Tidak,Tidak,,,,,,,,Tidak,,,,Tidak,,Dijual,hos15191755,,,,,,,,,1,,,
